Job_role,Client,Source,Recruiter Name,Submission_date,Interview_date,Offer_date,Joining_date,Status,Salary,Location,Client
Mechanical Engineer,Microsoft,Career Site,Imtyaz,05-06-2025 00:00,11-06-2025 00:00,14-06-2025 00:00,21-06-2025 00:00,Offered,102273,Illinois,Microsoft
Technical Project Manager,Google,Career Site,Recruiter_B,05-06-2025 00:00,08-06-2025 00:00,13-06-2025 00:00,21-06-2025 00:00,Joined,127498,Washington,Google
Verification Engineer,Deloitte,Referral,Imtyaz,05-06-2025 00:00,09-06-2025 00:00,11-06-2025 00:00,25-06-2025 00:00,Interview,97623,Texas,Deloitte
ASIC Design Engineer,Microsoft,Career Site,Recruiter_A,05-06-2025 00:00,07-06-2025 00:00,16-06-2025 00:00,26-06-2025 00:00,Joined,65942,Illinois,Microsoft
RTL Design Engineer,Deloitte,Indeed,Recruiter_C,05-06-2025 00:00,14-06-2025 00:00,19-06-2025 00:00,30-06-2025 00:00,Interview,143962,Washington,Deloitte
ASIC Design Engineer,Deloitte,Naukri,Recruiter_A,05-06-2025 00:00,11-06-2025 00:00,18-06-2025 00:00,30-06-2025 00:00,Rejected,67099,New York,Deloitte
ASIC Design Engineer,Amazon,Career Site,Recruiter_D,05-06-2025 00:00,08-06-2025 00:00,16-06-2025 00:00,07-07-2025 00:00,Joined,115630,Illinois,Amazon
Mechanical Engineer,Deloitte,Indeed,Recruiter_B,05-06-2025 00:00,10-06-2025 00:00,17-06-2025 00:00,13-07-2025 00:00,Offered,75232,Washington,Deloitte
Mechanical Engineer,Deloitte,Naukri,Recruiter_A,05-06-2025 00:00,14-06-2025 00:00,22-06-2025 00:00,20-07-2025 00:00,Rejected,110817,Washington,Deloitte
Mechanical Engineer,Amazon,Referral,Recruiter_C,09-06-2025 00:00,10-06-2025 00:00,14-06-2025 00:00,20-06-2025 00:00,Offered,100868,Illinois,Amazon
Technical Project Manager,Amazon,LinkedIn,Recruiter_D,09-06-2025 00:00,12-06-2025 00:00,17-06-2025 00:00,27-06-2025 00:00,Interview,108029,Washington,Amazon
ASIC Design Engineer,Deloitte,Career Site,Imtyaz,09-06-2025 00:00,10-06-2025 00:00,12-06-2025 00:00,27-06-2025 00:00,Interview,133823,Washington,Deloitte
ASIC Design Engineer,Microsoft,Career Site,Recruiter_A,09-06-2025 00:00,18-06-2025 00:00,19-06-2025 00:00,29-06-2025 00:00,Interview,144490,New York,Microsoft
Verification Engineer,Microsoft,LinkedIn,Recruiter_B,09-06-2025 00:00,10-06-2025 00:00,15-06-2025 00:00,03-07-2025 00:00,Rejected,117016,Illinois,Microsoft
RTL Design Engineer,Deloitte,Indeed,Recruiter_B,09-06-2025 00:00,19-06-2025 00:00,26-06-2025 00:00,05-07-2025 00:00,Joined,108501,New York,Deloitte
RTL Design Engineer,Google,Naukri,Recruiter_C,09-06-2025 00:00,13-06-2025 00:00,23-06-2025 00:00,05-07-2025 00:00,Rejected,122728,Texas,Google
RTL Design Engineer,Microsoft,Career Site,Imtyaz,09-06-2025 00:00,14-06-2025 00:00,17-06-2025 00:00,11-07-2025 00:00,Rejected,128759,Texas,Microsoft
RTL Design Engineer,Amazon,LinkedIn,Recruiter_D,09-06-2025 00:00,11-06-2025 00:00,18-06-2025 00:00,14-07-2025 00:00,Rejected,69333,Washington,Amazon
ASIC Design Engineer,Accenture,Career Site,Imtyaz,09-06-2025 00:00,18-06-2025 00:00,26-06-2025 00:00,17-07-2025 00:00,Offered,76861,Texas,Accenture
RTL Design Engineer,Amazon,LinkedIn,Recruiter_D,10-06-2025 00:00,18-06-2025 00:00,27-06-2025 00:00,21-07-2025 00:00,Joined,77174,Washington,Amazon
Technical Project Manager,Amazon,Career Site,Recruiter_C,10-06-2025 00:00,19-06-2025 00:00,27-06-2025 00:00,26-07-2025 00:00,Rejected,77746,Illinois,Amazon
Technical Project Manager,Accenture,Naukri,Recruiter_D,11-06-2025 00:00,13-06-2025 00:00,19-06-2025 00:00,24-06-2025 00:00,Joined,147475,New York,Accenture
RTL Design Engineer,Amazon,Indeed,Imtyaz,11-06-2025 00:00,15-06-2025 00:00,20-06-2025 00:00,26-06-2025 00:00,Rejected,64498,Texas,Amazon
Verification Engineer,Accenture,Career Site,Recruiter_D,11-06-2025 00:00,21-06-2025 00:00,24-06-2025 00:00,04-07-2025 00:00,Rejected,82948,Texas,Accenture
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_A,11-06-2025 00:00,19-06-2025 00:00,21-06-2025 00:00,05-07-2025 00:00,Joined,143620,California,Deloitte
RTL Design Engineer,Deloitte,Career Site,Recruiter_C,12-06-2025 00:00,16-06-2025 00:00,18-06-2025 00:00,26-06-2025 00:00,Joined,131640,Illinois,Deloitte
RTL Design Engineer,Deloitte,Referral,Recruiter_A,12-06-2025 00:00,18-06-2025 00:00,19-06-2025 00:00,30-06-2025 00:00,Rejected,147862,New York,Deloitte
Mechanical Engineer,Microsoft,Career Site,Imtyaz,12-06-2025 00:00,13-06-2025 00:00,15-06-2025 00:00,30-06-2025 00:00,Interview,144671,California,Microsoft
RTL Design Engineer,Amazon,LinkedIn,Recruiter_A,12-06-2025 00:00,19-06-2025 00:00,22-06-2025 00:00,01-07-2025 00:00,Interview,121094,Texas,Amazon
RTL Design Engineer,Accenture,Indeed,Recruiter_B,12-06-2025 00:00,15-06-2025 00:00,20-06-2025 00:00,03-07-2025 00:00,Offered,132075,Texas,Accenture
ASIC Design Engineer,Google,Indeed,Recruiter_D,12-06-2025 00:00,18-06-2025 00:00,25-06-2025 00:00,06-07-2025 00:00,Offered,144832,Washington,Google
Verification Engineer,Microsoft,Referral,Recruiter_A,12-06-2025 00:00,21-06-2025 00:00,30-06-2025 00:00,09-07-2025 00:00,Interview,96527,New York,Microsoft
Verification Engineer,Accenture,Naukri,Recruiter_B,12-06-2025 00:00,19-06-2025 00:00,22-06-2025 00:00,09-07-2025 00:00,Offered,146827,New York,Accenture
ASIC Design Engineer,Google,LinkedIn,Recruiter_A,12-06-2025 00:00,16-06-2025 00:00,21-06-2025 00:00,17-07-2025 00:00,Rejected,63798,Washington,Google
Technical Project Manager,Google,Indeed,Recruiter_C,12-06-2025 00:00,17-06-2025 00:00,27-06-2025 00:00,19-07-2025 00:00,Joined,72474,California,Google
ASIC Design Engineer,Amazon,Career Site,Imtyaz,12-06-2025 00:00,18-06-2025 00:00,25-06-2025 00:00,20-07-2025 00:00,Joined,128048,Texas,Amazon
ASIC Design Engineer,Deloitte,Naukri,Recruiter_B,13-06-2025 00:00,18-06-2025 00:00,21-06-2025 00:00,30-06-2025 00:00,Offered,65125,Illinois,Deloitte
Verification Engineer,Google,Referral,Recruiter_C,13-06-2025 00:00,14-06-2025 00:00,20-06-2025 00:00,01-07-2025 00:00,Rejected,112225,Illinois,Google
ASIC Design Engineer,Deloitte,LinkedIn,Recruiter_B,13-06-2025 00:00,22-06-2025 00:00,23-06-2025 00:00,06-07-2025 00:00,Interview,65481,Texas,Deloitte
RTL Design Engineer,Accenture,Referral,Recruiter_C,13-06-2025 00:00,23-06-2025 00:00,01-07-2025 00:00,07-07-2025 00:00,Interview,149939,Illinois,Accenture
ASIC Design Engineer,Amazon,Naukri,Recruiter_C,13-06-2025 00:00,21-06-2025 00:00,28-06-2025 00:00,12-07-2025 00:00,Rejected,112883,Texas,Amazon
RTL Design Engineer,Amazon,Referral,Recruiter_D,13-06-2025 00:00,22-06-2025 00:00,27-06-2025 00:00,17-07-2025 00:00,Offered,102266,New York,Amazon
RTL Design Engineer,Microsoft,Career Site,Recruiter_C,13-06-2025 00:00,19-06-2025 00:00,22-06-2025 00:00,22-07-2025 00:00,Joined,144723,New York,Microsoft
Mechanical Engineer,Microsoft,Indeed,Recruiter_A,13-06-2025 00:00,22-06-2025 00:00,27-06-2025 00:00,23-07-2025 00:00,Interview,116151,Texas,Microsoft
RTL Design Engineer,Google,Career Site,Recruiter_D,13-06-2025 00:00,20-06-2025 00:00,26-06-2025 00:00,24-07-2025 00:00,Interview,115125,Washington,Google
Mechanical Engineer,Deloitte,LinkedIn,Imtyaz,16-06-2025 00:00,23-06-2025 00:00,24-06-2025 00:00,29-06-2025 00:00,Joined,97675,Texas,Deloitte
RTL Design Engineer,Google,Naukri,Recruiter_D,16-06-2025 00:00,18-06-2025 00:00,25-06-2025 00:00,03-07-2025 00:00,Interview,71908,New York,Google
Verification Engineer,Deloitte,Indeed,Recruiter_D,16-06-2025 00:00,20-06-2025 00:00,24-06-2025 00:00,06-07-2025 00:00,Rejected,128675,New York,Deloitte
Technical Project Manager,Google,Career Site,Recruiter_A,16-06-2025 00:00,24-06-2025 00:00,29-06-2025 00:00,11-07-2025 00:00,Offered,87934,Texas,Google
ASIC Design Engineer,Microsoft,Indeed,Recruiter_D,16-06-2025 00:00,18-06-2025 00:00,28-06-2025 00:00,13-07-2025 00:00,Rejected,73729,California,Microsoft
Verification Engineer,Deloitte,Naukri,Recruiter_A,16-06-2025 00:00,20-06-2025 00:00,30-06-2025 00:00,17-07-2025 00:00,Rejected,92976,Illinois,Deloitte
Mechanical Engineer,Google,LinkedIn,Recruiter_A,16-06-2025 00:00,20-06-2025 00:00,23-06-2025 00:00,19-07-2025 00:00,Offered,122322,Washington,Google
RTL Design Engineer,Accenture,LinkedIn,Recruiter_B,16-06-2025 00:00,22-06-2025 00:00,01-07-2025 00:00,26-07-2025 00:00,Joined,122140,New York,Accenture
Verification Engineer,Accenture,Career Site,Imtyaz,16-06-2025 00:00,21-06-2025 00:00,29-06-2025 00:00,26-07-2025 00:00,Joined,129431,California,Accenture
RTL Design Engineer,Google,Career Site,Recruiter_C,17-06-2025 00:00,18-06-2025 00:00,22-06-2025 00:00,29-06-2025 00:00,Rejected,84293,California,Google
Verification Engineer,Amazon,Naukri,Recruiter_A,17-06-2025 00:00,19-06-2025 00:00,24-06-2025 00:00,30-06-2025 00:00,Rejected,136431,New York,Amazon
Technical Project Manager,Deloitte,Indeed,Imtyaz,17-06-2025 00:00,25-06-2025 00:00,27-06-2025 00:00,02-07-2025 00:00,Joined,146794,Texas,Deloitte
Technical Project Manager,Accenture,Naukri,Recruiter_D,17-06-2025 00:00,21-06-2025 00:00,26-06-2025 00:00,02-07-2025 00:00,Rejected,60314,Washington,Accenture
Mechanical Engineer,Amazon,Career Site,Imtyaz,17-06-2025 00:00,20-06-2025 00:00,23-06-2025 00:00,10-07-2025 00:00,Rejected,144629,Washington,Amazon
ASIC Design Engineer,Accenture,Career Site,Recruiter_B,17-06-2025 00:00,25-06-2025 00:00,05-07-2025 00:00,12-07-2025 00:00,Interview,147912,Texas,Accenture
ASIC Design Engineer,Microsoft,Career Site,Recruiter_C,17-06-2025 00:00,27-06-2025 00:00,04-07-2025 00:00,13-07-2025 00:00,Rejected,79411,Illinois,Microsoft
Verification Engineer,Deloitte,Career Site,Recruiter_D,17-06-2025 00:00,23-06-2025 00:00,02-07-2025 00:00,13-07-2025 00:00,Interview,127298,Illinois,Deloitte
Technical Project Manager,Accenture,Referral,Recruiter_A,17-06-2025 00:00,20-06-2025 00:00,24-06-2025 00:00,17-07-2025 00:00,Rejected,88041,Washington,Accenture
Technical Project Manager,Microsoft,Indeed,Recruiter_D,17-06-2025 00:00,23-06-2025 00:00,03-07-2025 00:00,18-07-2025 00:00,Offered,70942,New York,Microsoft
Technical Project Manager,Accenture,Referral,Recruiter_D,17-06-2025 00:00,19-06-2025 00:00,23-06-2025 00:00,23-07-2025 00:00,Joined,126699,Illinois,Accenture
Mechanical Engineer,Amazon,Indeed,Recruiter_A,18-06-2025 00:00,25-06-2025 00:00,01-07-2025 00:00,06-07-2025 00:00,Offered,61655,Texas,Amazon
Technical Project Manager,Microsoft,Referral,Recruiter_A,18-06-2025 00:00,24-06-2025 00:00,28-06-2025 00:00,15-07-2025 00:00,Offered,138709,New York,Microsoft
Mechanical Engineer,Microsoft,LinkedIn,Recruiter_A,18-06-2025 00:00,22-06-2025 00:00,24-06-2025 00:00,15-07-2025 00:00,Interview,92082,Washington,Microsoft
ASIC Design Engineer,Microsoft,Naukri,Recruiter_A,18-06-2025 00:00,20-06-2025 00:00,27-06-2025 00:00,18-07-2025 00:00,Offered,65573,Texas,Microsoft
RTL Design Engineer,Microsoft,Naukri,Recruiter_A,18-06-2025 00:00,27-06-2025 00:00,03-07-2025 00:00,20-07-2025 00:00,Interview,86207,Illinois,Microsoft
Technical Project Manager,Microsoft,LinkedIn,Recruiter_B,18-06-2025 00:00,26-06-2025 00:00,01-07-2025 00:00,20-07-2025 00:00,Offered,116702,Washington,Microsoft
Mechanical Engineer,Deloitte,Indeed,Recruiter_D,18-06-2025 00:00,22-06-2025 00:00,02-07-2025 00:00,21-07-2025 00:00,Rejected,73903,California,Deloitte
Verification Engineer,Google,LinkedIn,Recruiter_B,20-06-2025 00:00,25-06-2025 00:00,30-06-2025 00:00,10-07-2025 00:00,Joined,135918,Washington,Google
Verification Engineer,Accenture,Indeed,Recruiter_D,20-06-2025 00:00,24-06-2025 00:00,02-07-2025 00:00,10-07-2025 00:00,Interview,130239,New York,Accenture
Mechanical Engineer,Accenture,Indeed,Imtyaz,20-06-2025 00:00,26-06-2025 00:00,05-07-2025 00:00,11-07-2025 00:00,Joined,84582,Illinois,Accenture
Mechanical Engineer,Microsoft,LinkedIn,Recruiter_B,20-06-2025 00:00,26-06-2025 00:00,04-07-2025 00:00,14-07-2025 00:00,Rejected,64526,Washington,Microsoft
Technical Project Manager,Accenture,Career Site,Recruiter_D,20-06-2025 00:00,25-06-2025 00:00,05-07-2025 00:00,18-07-2025 00:00,Joined,90527,Washington,Accenture
ASIC Design Engineer,Microsoft,LinkedIn,Imtyaz,20-06-2025 00:00,25-06-2025 00:00,28-06-2025 00:00,20-07-2025 00:00,Rejected,100377,New York,Microsoft
Verification Engineer,Deloitte,Naukri,Recruiter_A,20-06-2025 00:00,25-06-2025 00:00,29-06-2025 00:00,25-07-2025 00:00,Interview,110223,Texas,Deloitte
Technical Project Manager,Deloitte,Career Site,Recruiter_B,20-06-2025 00:00,21-06-2025 00:00,01-07-2025 00:00,30-07-2025 00:00,Interview,81826,California,Deloitte
RTL Design Engineer,Accenture,Indeed,Recruiter_C,20-06-2025 00:00,26-06-2025 00:00,05-07-2025 00:00,03-08-2025 00:00,Offered,131796,California,Accenture
RTL Design Engineer,Deloitte,Referral,Recruiter_D,23-06-2025 00:00,27-06-2025 00:00,02-07-2025 00:00,13-07-2025 00:00,Interview,141226,New York,Deloitte
ASIC Design Engineer,Google,Naukri,Recruiter_B,23-06-2025 00:00,24-06-2025 00:00,04-07-2025 00:00,23-07-2025 00:00,Rejected,123430,Texas,Google
RTL Design Engineer,Google,Naukri,Recruiter_C,24-06-2025 00:00,25-06-2025 00:00,27-06-2025 00:00,06-07-2025 00:00,Rejected,112847,California,Google
Mechanical Engineer,Amazon,Indeed,Recruiter_C,24-06-2025 00:00,25-06-2025 00:00,05-07-2025 00:00,18-07-2025 00:00,Joined,140924,California,Amazon
ASIC Design Engineer,Google,Naukri,Recruiter_B,24-06-2025 00:00,29-06-2025 00:00,09-07-2025 00:00,23-07-2025 00:00,Joined,145628,Illinois,Google
Technical Project Manager,Deloitte,Naukri,Recruiter_D,24-06-2025 00:00,04-07-2025 00:00,07-07-2025 00:00,25-07-2025 00:00,Offered,60699,Washington,Deloitte
Mechanical Engineer,Google,Naukri,Recruiter_D,24-06-2025 00:00,04-07-2025 00:00,12-07-2025 00:00,26-07-2025 00:00,Rejected,144845,California,Google
Mechanical Engineer,Amazon,Career Site,Recruiter_B,24-06-2025 00:00,03-07-2025 00:00,12-07-2025 00:00,05-08-2025 00:00,Offered,111646,Texas,Amazon
Technical Project Manager,Microsoft,Referral,Recruiter_C,25-06-2025 00:00,26-06-2025 00:00,04-07-2025 00:00,14-07-2025 00:00,Joined,72482,New York,Microsoft
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_D,25-06-2025 00:00,04-07-2025 00:00,09-07-2025 00:00,21-07-2025 00:00,Rejected,91401,Texas,Microsoft
Mechanical Engineer,Deloitte,LinkedIn,Recruiter_C,25-06-2025 00:00,01-07-2025 00:00,08-07-2025 00:00,23-07-2025 00:00,Rejected,140599,Washington,Deloitte
Verification Engineer,Google,Referral,Recruiter_A,25-06-2025 00:00,02-07-2025 00:00,07-07-2025 00:00,26-07-2025 00:00,Joined,68979,Texas,Google
Mechanical Engineer,Microsoft,Referral,Recruiter_C,25-06-2025 00:00,29-06-2025 00:00,06-07-2025 00:00,29-07-2025 00:00,Joined,67961,California,Microsoft
Verification Engineer,Deloitte,Indeed,Recruiter_B,25-06-2025 00:00,30-06-2025 00:00,10-07-2025 00:00,06-08-2025 00:00,Interview,89963,Texas,Deloitte
Mechanical Engineer,Google,Career Site,Recruiter_D,26-06-2025 00:00,30-06-2025 00:00,02-07-2025 00:00,12-07-2025 00:00,Offered,77518,California,Google
RTL Design Engineer,Amazon,Referral,Recruiter_D,26-06-2025 00:00,02-07-2025 00:00,09-07-2025 00:00,14-07-2025 00:00,Offered,64795,Washington,Amazon
Technical Project Manager,Microsoft,LinkedIn,Imtyaz,26-06-2025 00:00,05-07-2025 00:00,10-07-2025 00:00,18-07-2025 00:00,Offered,128038,Washington,Microsoft
RTL Design Engineer,Amazon,Indeed,Recruiter_D,26-06-2025 00:00,03-07-2025 00:00,08-07-2025 00:00,23-07-2025 00:00,Joined,133467,Texas,Amazon
Technical Project Manager,Amazon,Career Site,Recruiter_A,26-06-2025 00:00,05-07-2025 00:00,09-07-2025 00:00,25-07-2025 00:00,Rejected,105873,Washington,Amazon
RTL Design Engineer,Deloitte,Indeed,Recruiter_C,26-06-2025 00:00,01-07-2025 00:00,03-07-2025 00:00,25-07-2025 00:00,Rejected,123714,California,Deloitte
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_B,26-06-2025 00:00,03-07-2025 00:00,05-07-2025 00:00,29-07-2025 00:00,Offered,141385,Texas,Accenture
RTL Design Engineer,Google,Career Site,Recruiter_C,26-06-2025 00:00,28-06-2025 00:00,04-07-2025 00:00,29-07-2025 00:00,Interview,142826,Illinois,Google
Technical Project Manager,Google,Naukri,Recruiter_D,27-06-2025 00:00,28-06-2025 00:00,02-07-2025 00:00,11-07-2025 00:00,Offered,66253,New York,Google
Technical Project Manager,Microsoft,,Imtyaz,27-06-2025 00:00,30-06-2025 00:00,05-07-2025 00:00,15-07-2025 00:00,Rejected,,Illinois,Microsoft
RTL Design Engineer,Accenture,Referral,Recruiter_D,27-06-2025 00:00,30-06-2025 00:00,03-07-2025 00:00,20-07-2025 00:00,Rejected,91849,Illinois,Accenture
Verification Engineer,Amazon,Indeed,Recruiter_D,27-06-2025 00:00,06-07-2025 00:00,07-07-2025 00:00,21-07-2025 00:00,Rejected,111620,California,Amazon
Verification Engineer,Microsoft,Referral,Imtyaz,27-06-2025 00:00,03-07-2025 00:00,13-07-2025 00:00,23-07-2025 00:00,Joined,146145,New York,Microsoft
ASIC Design Engineer,Accenture,Referral,Recruiter_B,27-06-2025 00:00,07-07-2025 00:00,10-07-2025 00:00,24-07-2025 00:00,Joined,115690,Texas,Accenture
Verification Engineer,Accenture,Indeed,Recruiter_A,27-06-2025 00:00,05-07-2025 00:00,15-07-2025 00:00,25-07-2025 00:00,Rejected,144567,California,Accenture
RTL Design Engineer,Accenture,Naukri,Recruiter_C,27-06-2025 00:00,03-07-2025 00:00,13-07-2025 00:00,25-07-2025 00:00,Rejected,119166,Illinois,Accenture
ASIC Design Engineer,Microsoft,Referral,Recruiter_B,27-06-2025 00:00,07-07-2025 00:00,09-07-2025 00:00,28-07-2025 00:00,Rejected,100581,Washington,Microsoft
Verification Engineer,Deloitte,Indeed,Imtyaz,27-06-2025 00:00,30-06-2025 00:00,09-07-2025 00:00,06-08-2025 00:00,Joined,131348,Illinois,Deloitte
Technical Project Manager,Microsoft,LinkedIn,Recruiter_C,30-06-2025 00:00,04-07-2025 00:00,13-07-2025 00:00,18-07-2025 00:00,Offered,82587,Illinois,Microsoft
RTL Design Engineer,Microsoft,Indeed,Imtyaz,30-06-2025 00:00,10-07-2025 00:00,15-07-2025 00:00,21-07-2025 00:00,Interview,86207,Texas,Microsoft
ASIC Design Engineer,Deloitte,Career Site,Recruiter_B,30-06-2025 00:00,09-07-2025 00:00,13-07-2025 00:00,23-07-2025 00:00,Rejected,145654,Illinois,Deloitte
Mechanical Engineer,Amazon,Career Site,Recruiter_A,30-06-2025 00:00,04-07-2025 00:00,05-07-2025 00:00,24-07-2025 00:00,Joined,97796,Texas,Amazon
Technical Project Manager,Microsoft,Referral,Recruiter_D,30-06-2025 00:00,05-07-2025 00:00,08-07-2025 00:00,25-07-2025 00:00,Interview,96929,California,Microsoft
Mechanical Engineer,Google,Indeed,Recruiter_C,30-06-2025 00:00,10-07-2025 00:00,17-07-2025 00:00,29-07-2025 00:00,Interview,71594,California,Google
Technical Project Manager,Deloitte,LinkedIn,Recruiter_B,30-06-2025 00:00,07-07-2025 00:00,10-07-2025 00:00,02-08-2025 00:00,Offered,138583,Illinois,Deloitte
RTL Design Engineer,Google,Naukri,Recruiter_C,30-06-2025 00:00,09-07-2025 00:00,15-07-2025 00:00,13-08-2025 00:00,Offered,130880,Texas,Google
Technical Project Manager,Accenture,Referral,Recruiter_D,01-07-2025 00:00,05-07-2025 00:00,11-07-2025 00:00,19-07-2025 00:00,Joined,66306,California,Accenture
Technical Project Manager,Google,Career Site,Recruiter_A,01-07-2025 00:00,06-07-2025 00:00,14-07-2025 00:00,25-07-2025 00:00,Joined,77431,Washington,Google
Verification Engineer,Deloitte,Indeed,Recruiter_A,01-07-2025 00:00,09-07-2025 00:00,14-07-2025 00:00,27-07-2025 00:00,Interview,102794,Washington,Deloitte
Mechanical Engineer,Deloitte,Career Site,Recruiter_C,01-07-2025 00:00,06-07-2025 00:00,10-07-2025 00:00,29-07-2025 00:00,Joined,64336,Texas,Deloitte
RTL Design Engineer,Google,Naukri,Imtyaz,01-07-2025 00:00,08-07-2025 00:00,12-07-2025 00:00,03-08-2025 00:00,Joined,146018,Texas,Google
Verification Engineer,Amazon,Career Site,Recruiter_D,01-07-2025 00:00,11-07-2025 00:00,17-07-2025 00:00,07-08-2025 00:00,Rejected,108868,California,Amazon
Technical Project Manager,Microsoft,Referral,Imtyaz,02-07-2025 00:00,12-07-2025 00:00,13-07-2025 00:00,25-07-2025 00:00,Rejected,144921,Illinois,Microsoft
Mechanical Engineer,Google,Career Site,Imtyaz,02-07-2025 00:00,10-07-2025 00:00,14-07-2025 00:00,26-07-2025 00:00,Interview,92898,Washington,Google
ASIC Design Engineer,Accenture,LinkedIn,Recruiter_B,02-07-2025 00:00,10-07-2025 00:00,11-07-2025 00:00,27-07-2025 00:00,Offered,106417,New York,Accenture
Verification Engineer,Google,Career Site,Recruiter_A,02-07-2025 00:00,10-07-2025 00:00,20-07-2025 00:00,31-07-2025 00:00,Rejected,103433,California,Google
RTL Design Engineer,Microsoft,Indeed,Recruiter_C,02-07-2025 00:00,03-07-2025 00:00,08-07-2025 00:00,07-08-2025 00:00,Rejected,83429,New York,Microsoft
Mechanical Engineer,Deloitte,Career Site,Recruiter_C,02-07-2025 00:00,07-07-2025 00:00,11-07-2025 00:00,10-08-2025 00:00,Rejected,126752,New York,Deloitte
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_A,02-07-2025 00:00,10-07-2025 00:00,14-07-2025 00:00,11-08-2025 00:00,Interview,149627,New York,Amazon
Verification Engineer,Accenture,Naukri,Recruiter_B,02-07-2025 00:00,12-07-2025 00:00,16-07-2025 00:00,13-08-2025 00:00,Joined,103083,Texas,Accenture
Technical Project Manager,Accenture,Career Site,Recruiter_A,02-07-2025 00:00,12-07-2025 00:00,19-07-2025 00:00,16-08-2025 00:00,Joined,142820,New York,Accenture
Verification Engineer,Google,Indeed,Recruiter_C,03-07-2025 00:00,13-07-2025 00:00,21-07-2025 00:00,26-07-2025 00:00,Rejected,112400,Washington,Google
